_Mobile & Laptop Accessories_Computer Accessories_Batteries,/Mobile & Laptop Accessories/Computer Accessories/Batteries,,,Seg142
_Home & Kitchen_Home Furnishing_Bed Linen_Bedsheets_Double,/Home & Kitchen/Home Furnishing/Bed Linen/Bedsheets/Double,,,Seg143
festivals,festivals,,,Seg144
religion,religion,,,Seg145
_Home & Kitchen_Decor,/Home & Kitchen/Decor,,,Seg146
_Jewelry & Watches_Jewellery_Fashion Jewellery_Necklace & Sets,/Jewelry & Watches/Jewellery/Fashion Jewellery/Necklace & Sets,,,Seg147
_Jewelry & Watches_Jewellery_Fashion Jewellery_Bangles; Bracelets & Armlets,/Jewelry & Watches/Jewellery/Fashion Jewellery/Bangles; Bracelets & Armlets,,,Seg148
_Fashion_Women's Clothing_Western Wear_Tops;Tees;Tunics&Shirts;,/Fashion/Women's Clothing/Western Wear/Tops;Tees;Tunics&Shirts;,,,Seg149
_Home & Kitchen_Decor_Clocks_Wall Clock,/Home & Kitchen/Decor/Clocks/Wall Clock,,,Seg150
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Cables,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Cables,,,Seg151
_Home & Kitchen_Decor_Wall Decor_Paintings,/Home & Kitchen/Decor/Wall Decor/Paintings,,,Seg152
_Computers_omputers,/Computers/omputers,,,Seg153
_Jewelry & Watches_Watches_Men's Watches,/Jewelry & Watches/Watches/Men's Watches,,,Seg154
_Books & Daily Needs_Pet Supplies_Dogs_Collars; Harnesses & Leashes,/Books & Daily Needs/Pet Supplies/Dogs/Collars; Harnesses & Leashes,,,Seg155
_Bags & Luggage_Backpacks & Laptop Bags_Backpacks,/Bags & Luggage/Backpacks & Laptop Bags/Backpacks,,,Seg156
_Fashion_Men's Clothing_Shirts,/Fashion/Men's Clothing/Shirts,,,Seg157
_Home & Kitchen_ome & Kitchen,/Home & Kitchen/ome & Kitchen,,,Seg158
_Fashion_Women's Clothing_Ethnic Wear_Leggings & Churidar,/Fashion/Women's Clothing/Ethnic Wear/Leggings & Churidar,,,Seg159
_Toys; Baby & Kids_Toys & Games_Dolls & Doll House,/Toys; Baby & Kids/Toys & Games/Dolls & Doll House,,,Seg160
_Fashion_Women's Clothing_Lingerie; Sleep and Beachwear_Bras,/Fashion/Women's Clothing/Lingerie; Sleep and Beachwear/Bras,,,Seg161
_lifestyle_healthfitness,/lifestyle/healthfitness,,,Seg162
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Other Toys & Games,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Other Toys & Games,,,Seg163
_Mobile & Laptop Accessories_Computer Accessories_Keyboards,/Mobile & Laptop Accessories/Computer Accessories/Keyboards,,,Seg164
_Jewelry & Watches_Jewellery_Fashion Jewellery_Pendants & Chains,/Jewelry & Watches/Jewellery/Fashion Jewellery/Pendants & Chains,,,Seg165
_Automotive_Car Accessories_Interior Accessories_Seat Covers,/Automotive/Car Accessories/Interior Accessories/Seat Covers,,,Seg166
_Toys; Baby & Kids_Toys & Games_Die Cast & Toy Vehicles_Other Toys & Games,/Toys; Baby & Kids/Toys & Games/Die Cast & Toy Vehicles/Other Toys & Games,,,Seg167
_entertainment_television,/entertainment/television,,,Seg168
_Toys; Baby & Kids_Toys & Games_Party Supplies_Party Accessories,/Toys; Baby & Kids/Toys & Games/Party Supplies/Party Accessories,,,Seg169
_Home & Kitchen_Decor_Statues & Showpiece_Table Decoratives,/Home & Kitchen/Decor/Statues & Showpiece/Table Decoratives,,,Seg170
_Fashion_Handbags & Clutches_Handbags,/Fashion/Handbags & Clutches/Handbags,,,Seg171
_Mobile & Laptop Accessories_Computer Accessories_Laptop Skins,/Mobile & Laptop Accessories/Computer Accessories/Laptop Skins,,,Seg172
_Automotive_Car Accessories_Other Car Accessories,/Automotive/Car Accessories/Other Car Accessories,,,Seg173
_Books & Daily Needs_Pet Supplies_Dogs_Apparel & Accessories,/Books & Daily Needs/Pet Supplies/Dogs/Apparel & Accessories,,,Seg174
_Mobile & Laptop Accessories_TV Accessories & Digital Media Streaming,/Mobile & Laptop Accessories/TV Accessories & Digital Media Streaming,,,Seg175
_Jewelry & Watches_Watches_Women's Watches,/Jewelry & Watches/Watches/Women's Watches,,,Seg176
_Fashion_Women's Clothing_Lingerie; Sleep and Beachwear_Sleep and Lounge wear,/Fashion/Women's Clothing/Lingerie; Sleep and Beachwear/Sleep and Lounge wear,,,Seg177
_Jewelry & Watches_Jewellery_Precious Jewellery_Rings,/Jewelry & Watches/Jewellery/Precious Jewellery/Rings,,,Seg178
_Mobile & Laptop Accessories_Computer Accessories_Mouse Pads,/Mobile & Laptop Accessories/Computer Accessories/Mouse Pads,,,Seg179
_Footwear_Men's Footwear_Casual Shoes,/Footwear/Men's Footwear/Casual Shoes,,,Seg180
_Fashion_All Men's Accessories_Wallets,/Fashion/All Men's Accessories/Wallets,,,Seg181
_Toys; Baby & Kids_Other Baby & Kids,/Toys; Baby & Kids/Other Baby & Kids,,,Seg182
_Books & Daily Needs_Books_Academic & Competitive_Computer & Internet,/Books & Daily Needs/Books/Academic & Competitive/Computer & Internet,,,Seg183
_Mobile & Laptop Accessories_Computer Accessories,/Mobile & Laptop Accessories/Computer Accessories,,,Seg184
_Fashion_All Men's Accessories_Belts,/Fashion/All Men's Accessories/Belts,,,Seg185
_Fashion_Women's Accessories_Hair Accessories,/Fashion/Women's Accessories/Hair Accessories,,,Seg186
_lifestyle_womenlifestyle,/lifestyle/womenlifestyle,,,Seg187
_lifestyle_fashion,/lifestyle/fashion,,,Seg188
_Fashion_Women's Clothing_Western Wear_Dresses,/Fashion/Women's Clothing/Western Wear/Dresses,,,Seg189
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Albhabets & Floor puzzles,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Albhabets & Floor puzzles,,,Seg190
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Batteries,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Batteries,,,Seg191
_Beauty & Perfumes_Make-Up_Lips_Lip Stick,/Beauty & Perfumes/Make-Up/Lips/Lip Stick,,,Seg192
_Fashion_Eye Wear_Sunglasses,/Fashion/Eye Wear/Sunglasses,,,Seg193
_Mobile & Laptop Accessories_Computer Accessories_Others,/Mobile & Laptop Accessories/Computer Accessories/Others,,,Seg194
_Mobile & Laptop Accessories_Security & Surveillance Cameras_Hidden Cameras,/Mobile & Laptop Accessories/Security & Surveillance Cameras/Hidden Cameras,,,Seg195
_Jewelry & Watches_Jewellery_Fashion Jewellery_Rings,/Jewelry & Watches/Jewellery/Fashion Jewellery/Rings,,,Seg196
_Beauty & Perfumes_Make-Up_Makeup Combos & Kits_Nail Kit,/Beauty & Perfumes/Make-Up/Makeup Combos & Kits/Nail Kit,,,Seg197
_Home & Kitchen_Home Furnishing_Bed Linen_Blankets & Quilts_Fleece & Polar Blankets,/Home & Kitchen/Home Furnishing/Bed Linen/Blankets & Quilts/Fleece & Polar Blankets,,,Seg198
_Automotive_Car Accessories_Interior Accessories_Pillows & Cushions,/Automotive/Car Accessories/Interior Accessories/Pillows & Cushions,,,Seg199
_Jewelry & Watches_Jewellery_Gems & Stones,/Jewelry & Watches/Jewellery/Gems & Stones,,,Seg200
_Home & Kitchen_Bathroom & Sanitaryware_Bathroom Fixtures_Bathroom Cabinets & Racks_Towel Racks,/Home & Kitchen/Bathroom & Sanitaryware/Bathroom Fixtures/Bathroom Cabinets & Racks/Towel Racks,,,Seg201
_Sports & Health_Fitness_Fitness Accessories_Exercise Mats,/Sports & Health/Fitness/Fitness Accessories/Exercise Mats,,,Seg202
_Beauty & Perfumes_Hair Care_Hair Styling_Roller & Curler,/Beauty & Perfumes/Hair Care/Hair Styling/Roller & Curler,,,Seg203
_Books & Daily Needs_Gifting_Other Gifts_Combo's,/Books & Daily Needs/Gifting/Other Gifts/Combo's,,,Seg204
_Bags & Luggage_Backpacks & Laptop Bags_Laptop Bags,/Bags & Luggage/Backpacks & Laptop Bags/Laptop Bags,,,Seg205
_Home & Kitchen_Home Improvement_Storage & Organisation_Organisers,/Home & Kitchen/Home Improvement/Storage & Organisation/Organisers,,,Seg206
_Automotive_Car Accessories_Exterior Accessories_Body Covers,/Automotive/Car Accessories/Exterior Accessories/Body Covers,,,Seg207
_Mobile & Laptop Accessories_Computer Parts & Components_Laptop Keypads,/Mobile & Laptop Accessories/Computer Parts & Components/Laptop Keypads,,,Seg208
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Smart Watches & Fitness Bands,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Smart Watches & Fitness Bands,,,Seg209
_Footwear_Men's Footwear_Formal Shoes,/Footwear/Men's Footwear/Formal Shoes,,,Seg210
_Mobile & Laptop Accessories_Networking_Cables,/Mobile & Laptop Accessories/Networking/Cables,,,Seg211
_Books & Daily Needs_Stationery_Pens & Notebooks_Diaries & Notebooks,/Books & Daily Needs/Stationery/Pens & Notebooks/Diaries & Notebooks,,,Seg212
_Home & Kitchen_Lighting Solutions_LED Bulbs,/Home & Kitchen/Lighting Solutions/LED Bulbs,,,Seg213
_Home & Kitchen_Kitchen and Dining,/Home & Kitchen/Kitchen and Dining,,,Seg214
_Mobile & Laptop Accessories_Office Electronics_Projectors & Presenters,/Mobile & Laptop Accessories/Office Electronics/Projectors & Presenters,,,Seg215
_Home & Kitchen_Kitchen and Dining_Tableware_Table Accessories_Coasters and Trivets,/Home & Kitchen/Kitchen and Dining/Tableware/Table Accessories/Coasters and Trivets,,,Seg216
_Fashion_Women's Clothing_Western Wear_Pants & Trousers,/Fashion/Women's Clothing/Western Wear/Pants & Trousers,,,Seg217
_Bags & Luggage_Travel Accessories_Waist & Travel Pouches,/Bags & Luggage/Travel Accessories/Waist & Travel Pouches,,,Seg218
_Home & Kitchen_Home Furnishing_Bed Linen_Blankets & Quilts_Woolen Blankets,/Home & Kitchen/Home Furnishing/Bed Linen/Blankets & Quilts/Woolen Blankets,,,Seg219
_Automotive_Car Electronics_Accessories_Mobile Holders,/Automotive/Car Electronics/Accessories/Mobile Holders,,,Seg220
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Blocks & Contruction,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Blocks & Contruction,,,Seg221
_Fashion_Women's Clothing_Ethnic Wear_Lehenga & Party Gowns,/Fashion/Women's Clothing/Ethnic Wear/Lehenga & Party Gowns,,,Seg222
_Fashion_Women's Clothing_Ethnic Wear_Blouses & Petticoat,/Fashion/Women's Clothing/Ethnic Wear/Blouses & Petticoat,,,Seg223
_Fashion_Handbags & Clutches_Totes,/Fashion/Handbags & Clutches/Totes,,,Seg224
_Bags & Luggage_School Bags,/Bags & Luggage/School Bags,,,Seg225
_Automotive_Car Accessories_Interior Accessories_Steering & Gear Knobs,/Automotive/Car Accessories/Interior Accessories/Steering & Gear Knobs,,,Seg226
_Fashion_Women's Clothing_Lingerie; Sleep and Beachwear_Panties,/Fashion/Women's Clothing/Lingerie; Sleep and Beachwear/Panties,,,Seg227
_Fashion_Women's Clothing_Ethnic Wear_Patialas & Salwars,/Fashion/Women's Clothing/Ethnic Wear/Patialas & Salwars,,,Seg228
_Sports & Health_Fitness_Fitness Equipments_Home Gym,/Sports & Health/Fitness/Fitness Equipments/Home Gym,,,Seg229
_Toys; Baby & Kids_Toys & Games_Action Toys_Action Gear,/Toys; Baby & Kids/Toys & Games/Action Toys/Action Gear,,,Seg230
_Books & Daily Needs_Gifting,/Books & Daily Needs/Gifting,,,Seg231
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Selfie Stick,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Selfie Stick,,,Seg232
_Books & Daily Needs_Food & Beverages,/Books & Daily Needs/Food & Beverages,,,Seg233
_Books & Daily Needs_Food & Beverages_Beverages_Coffee & Tea,/Books & Daily Needs/Food & Beverages/Beverages/Coffee & Tea,,,Seg234
_Fashion_Men's Clothing_Jeans,/Fashion/Men's Clothing/Jeans,,,Seg235
_Fashion_Women's Accessories_Scarves & Stoles,/Fashion/Women's Accessories/Scarves & Stoles,,,Seg236
_Home & Kitchen_Home Furnishing_Mats_Door Mats,/Home & Kitchen/Home Furnishing/Mats/Door Mats,,,Seg237
_Automotive_Car Accessories_Interior Accessories_Sun Shades,/Automotive/Car Accessories/Interior Accessories/Sun Shades,,,Seg238
_Beauty & Perfumes_Skin Care_Creams & Moisturisers_Day Cream,/Beauty & Perfumes/Skin Care/Creams & Moisturisers/Day Cream,,,Seg239
_Home & Kitchen_Lighting Solutions_Decorative Lights,/Home & Kitchen/Lighting Solutions/Decorative Lights,,,Seg240
_Books & Daily Needs_Stationery_Pens & Notebooks,/Books & Daily Needs/Stationery/Pens & Notebooks,,,Seg241
_Toys; Baby & Kids_Toys & Games_Die Cast & Toy Vehicles_Planes & Helicopters,/Toys; Baby & Kids/Toys & Games/Die Cast & Toy Vehicles/Planes & Helicopters,,,Seg242
_Fashion_Handbags & Clutches_Wallets & Clutches,/Fashion/Handbags & Clutches/Wallets & Clutches,,,Seg243
_Home & Kitchen_Decor_Statues & Showpiece_Statues,/Home & Kitchen/Decor/Statues & Showpiece/Statues,,,Seg244
_Toys; Baby & Kids_Toys & Games_Soft Toys_Soft Animals,/Toys; Baby & Kids/Toys & Games/Soft Toys/Soft Animals,,,Seg245
_Books & Daily Needs_Pet Supplies,/Books & Daily Needs/Pet Supplies,,,Seg246
_Footwear_Men's Footwear_Sports Shoes_Running Shoes,/Footwear/Men's Footwear/Sports Shoes/Running Shoes,,,Seg247
_Home & Kitchen_Home Improvement_Storage & Organisation_Laundry Organisation_Hooks & Accessories,/Home & Kitchen/Home Improvement/Storage & Organisation/Laundry Organisation/Hooks & Accessories,,,Seg248
_Home & Kitchen_Home Improvement_Home Cleaning_Mops,/Home & Kitchen/Home Improvement/Home Cleaning/Mops,,,Seg249
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Card Games,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Card Games,,,Seg250
_Automotive_Car Accessories_Interior Accessories_Steering Wheel Covers,/Automotive/Car Accessories/Interior Accessories/Steering Wheel Covers,,,Seg251
_sports_cricket,/sports/cricket,,,Seg252
_Toys; Baby & Kids_Kids Apparel_Girls_Girls Frocks; Skirts & Sets,/Toys; Baby & Kids/Kids Apparel/Girls/Girls Frocks; Skirts & Sets,,,Seg253
_Bags & Luggage_Travel Accessories_Other Travel Accessories,/Bags & Luggage/Travel Accessories/Other Travel Accessories,,,Seg254
_Home & Kitchen_Home Furnishing_Curtains_Window Curtains,/Home & Kitchen/Home Furnishing/Curtains/Window Curtains,,,Seg255
_Home & Kitchen_Decor_Home Decor Accents_Boxes & Baskets,/Home & Kitchen/Decor/Home Decor Accents/Boxes & Baskets,,,Seg256
_lifestyle_books,/lifestyle/books,,,Seg257
_Mobile & Laptop Accessories_TV Accessories & Digital Media Streaming_TV & AV Cables,/Mobile & Laptop Accessories/TV Accessories & Digital Media Streaming/TV & AV Cables,,,Seg258
_Books & Daily Needs_Pet Supplies_Dogs_Food Bowls & Feeders,/Books & Daily Needs/Pet Supplies/Dogs/Food Bowls & Feeders,,,Seg259
_Beauty & Perfumes_Soaps,/Beauty & Perfumes/Soaps,,,Seg260
_Beauty & Perfumes_eauty & Perfumes,/Beauty & Perfumes/eauty & Perfumes,,,Seg261
_Mobile & Laptop Accessories_Camera Accessories_Filters,/Mobile & Laptop Accessories/Camera Accessories/Filters,,,Seg262
_Mobile & Laptop Accessories_Audio and Headphones_Headphones & Earphones,/Mobile & Laptop Accessories/Audio and Headphones/Headphones & Earphones,,,Seg263
_Toys; Baby & Kids_Toys & Games_Indoor & Board Games,/Toys; Baby & Kids/Toys & Games/Indoor & Board Games,,,Seg264
_Automotive_Car Accessories_Interior Accessories_Perfumes & Fresheners,/Automotive/Car Accessories/Interior Accessories/Perfumes & Fresheners,,,Seg265
_Automotive_Spare Parts_Car Lights; Bulbs & Indicators,/Automotive/Spare Parts/Car Lights; Bulbs & Indicators,,,Seg266
_entertainment_hindimusic,/entertainment/hindimusic,,,Seg267
_Home & Kitchen_Kitchen and Dining_Kitchen Storage_Jars & Containers,/Home & Kitchen/Kitchen and Dining/Kitchen Storage/Jars & Containers,,,Seg268
_Toys; Baby & Kids_Kids Apparel_Boys_Boys Tees & Shirts,/Toys; Baby & Kids/Kids Apparel/Boys/Boys Tees & Shirts,,,Seg269
_Footwear_Men's Footwear_Loafers and Moccasins,/Footwear/Men's Footwear/Loafers and Moccasins,,,Seg270
_Fashion_All Men's Accessories_Ties & Pocket Squares,/Fashion/All Men's Accessories/Ties & Pocket Squares,,,Seg271
_Automotive_Value Deals & Merchandise_Value Deals,/Automotive/Value Deals & Merchandise/Value Deals,,,Seg272
_Jewelry & Watches_Jewellery_Silver Jewellery_Rings,/Jewelry & Watches/Jewellery/Silver Jewellery/Rings,,,Seg273
_Toys; Baby & Kids_Kids Apparel_Girls_Girls Tees & Tops,/Toys; Baby & Kids/Kids Apparel/Girls/Girls Tees & Tops,,,Seg274
_Footwear_Womens Footwear_Sandals,/Footwear/Womens Footwear/Sandals,,,Seg275
_Automotive_Car Accessories_Exterior Accessories_Door & Bumper Guards,/Automotive/Car Accessories/Exterior Accessories/Door & Bumper Guards,,,Seg276
_Fashion_Women's Clothing_Western Wear_Capris & Shorts,/Fashion/Women's Clothing/Western Wear/Capris & Shorts,,,Seg277
_Beauty & Perfumes_Skin Care_Facial Kits & Masks_Face Pack,/Beauty & Perfumes/Skin Care/Facial Kits & Masks/Face Pack,,,Seg278
_Toys; Baby & Kids_Toys & Games_Art & Craft_Craft Kits,/Toys; Baby & Kids/Toys & Games/Art & Craft/Craft Kits,,,Seg279
_Beauty & Perfumes_Skin Care_Facial Kits & Masks_Facial Kit,/Beauty & Perfumes/Skin Care/Facial Kits & Masks/Facial Kit,,,Seg280
_Fashion_Women's Clothing_Western Wear_Skirts,/Fashion/Women's Clothing/Western Wear/Skirts,,,Seg281
_Fashion_Women's Clothing_Combos_Legging Combos,/Fashion/Women's Clothing/Combos/Legging Combos,,,Seg282
_Fashion_Women's Clothing_Western Wear_Jeans & Jeggings,/Fashion/Women's Clothing/Western Wear/Jeans & Jeggings,,,Seg283
_Bags & Luggage_Messenger Bags,/Bags & Luggage/Messenger Bags,,,Seg284
_Home & Kitchen_Home Furnishing_Bed Linen_Bedsheets_King,/Home & Kitchen/Home Furnishing/Bed Linen/Bedsheets/King,,,Seg285
_Jewelry & Watches_Jewellery_Men Jewellery_Fashion Jewellery,/Jewelry & Watches/Jewellery/Men Jewellery/Fashion Jewellery,,,Seg286
_Beauty & Perfumes_Make-Up_Eyes_Kajal,/Beauty & Perfumes/Make-Up/Eyes/Kajal,,,Seg287
_Mobile & Laptop Accessories_Computer Accessories_Mouse,/Mobile & Laptop Accessories/Computer Accessories/Mouse,,,Seg288
_Home & Kitchen_Garden_Seeds & Bulbs_Vegetables,/Home & Kitchen/Garden/Seeds & Bulbs/Vegetables,,,Seg289
