1,http://m.facebook.com/
2,socialpost.news
3,http://m.facebook.com
4,womansera.com
5,https://m.facebook.com/
6,http://lm.facebook.com/l.php
7,instagram.com
8,siliconindia.com
9,https://www.facebook.com/
10,https://www.google.co.in/
11,linkedin.com
12,android-app://m.facebook.com
13,https://lm.facebook.com/
14,https://m.facebook.com/home.php
15,https://www.google.com/
16,blogs.siliconindia.com
17,android-app://com.google.android.googlequicksearchbox/https/www.google.com
18,https://l.facebook.com/
19,android-app://com.google.android.googlequicksearchbox
20,http://www.google.co.in/
21,https://lm.facebook.com/l.php
22,https://www.google.co.in/search
23,http://l.facebook.com/l.php
24,goo.gl
25,https://l.facebook.com/l.php
26,https://www.google.co.uk/
27,t.co
28,https://www.google.ca/
29,http://www.google.com/search
30,google.ae
31,https://www.google.com.au/
32,news.siliconindia.com
33,https://www.google.com.pk/
34,https://touch.facebook.com/
35,search.yahoo.com
36,http://www.google.com/
37,http://www.google.co.in/search
38,https://www.google.co.in
39,bing.com
40,https://web.facebook.com/
41,https://www.google.com.sg/
42,https://www.facebook.com
43,google.de
44,https://www.google.com/url
45,http://www.google.co.in/url
46,https://www.google.co.nz/
47,web.whatsapp.com
48,https://m.facebook.com
49,https://www.google.co.za/
50,https://mobile.facebook.com/
51,google.mu
52,https://www.google.com.hk/
53,http://www.google.com/url
54,https://www.google.com.ph/
55,creative.dc.cuberoot.co
56,https://www.google.co.in/url
57,http://www.google.co.uk/
58,women.siliconindia.com
59,https://www.google.com.sa/
60,google.nl
61,android-app://com.linkedin.android
62,google.fr
63,cuberoot-portal.surge.sh
64,google.lk
65,googleapis.com
66,sme.siliconindia.com
67,dotnet.siliconindia.com
68,google.se
69,https://www.google.com/search
70,translate.googleusercontent.com
71,google.no
72,http://www.google.co.in
73,int.search.myway.com
74,https://www.google.co.jp/
75,https://www.google.com.np/
76,it-manager.siliconindia.com
77,mobile.siliconindia.com
78,https://www.google.co.id/
79,https://www.google.com.bh/
80,google.ie
81,http://tpc.googlesyndication.com/safeframe/1-0-10/html/container.html
82,http://www.google.com.pk/
83,https://www.google.com.bd/
84,https://www.google.com.eg/
85,https://l.facebook.com
86,https://www.google.ch/
87,https://www.google.com.my/
88,https://www.google.cz/
89,int.search.tb.ask.com
90,caravanalive.com
91,google.it
92,google.ru
93,https://www.google.co.th/
94,https://www.google.com.kw/
