4130912462.2695098654.652961606,17
514700798.827618340.2236647017,17
545801126.2276118903.3776030223,17
872699069.2033785433.1103403105,17
919106142.3845372780.497580352,17
1114835170.3871088205.3608267527,16
1279094654.4087533445.1093276669,16
1564165519.2175035373.3443863828,16
1723957142.3462475038.2894010214,16
2231332293.310811510.2055728599,16
2357987515.3058877246.895415006,16
2479712690.3767942582.1930940009,16
2633374306.4008077813.3090211083,16
291442266.2657868504.641763250,16
3835022709.1337463186.597110386,16
3845444317.3991839443.3569491915,16
3978965413.2733279515.3462458063,16
4122949089.4270802341.466239106,16
4179443610.3474463840.1026701964,16
449237301.874065359.1608765055,16
507525213.2913042642.1563142176,16
637154885.4157037940.2261799099,16
662929645.3231936500.2401305281,16
782261504.1074666065.971588752,16
975249025.3392687525.3568741553,16
1153080608.912117459.3382185381,15
1235526401.156607069.4134718856,15
1688952973.2427178258.2964807799,15
1770778964.1397413833.3245245130,15
1837135902.2235207294.2325662712,15
1860471606.849877996.4207368342,15
245405325.2815454919.2262804067,15
2461168682.2230770676.846862690,15
2536964805.2982609320.3934614778,15
2602686543.2333295467.1820846126,15
2835955290.519213552.2874868922,15
2860544237.1194291926.2324284154,15
2884363356.4091079716.3809968529,15
2891081357.2999876210.3535965048,15
3336331658.466783962.90767278,15
3995325518.3345222280.121914753,15
462177797.3665214856.1497170975,15
541564041.1037889540.1319377278,15
546969339.1705994542.4083958449,15
827039754.1258355202.827773212,15
900594660.136012573.3101082375,15
1160336942.3827505348.4009790446,14
1254277469.2559355148.3719975909,14
1302830701.2899607081.1284478014,14
1330992169.3085822199.2398338400,14
1365675677.2805304901.2991520496,14
1627449504.1186996227.557746955,14
1788377951.831902788.587925614,14
2333091534.280063901.1872845189,14
2566205921.4100161301.1316625752,14
2634789192.3584487127.1196407618,14
2691653948.517424863.1145358271,14
284737473.87828949.1672829253,14
2945529760.416743243.3416246399,14
3176917711.3929242108.308305711,14
3339636538.2916515141.98770083,14
3431240820.3186800347.730050755,14
3499891147.567190161.394358618,14
362534968.2721696815.929165867,14
3708452540.3793673478.132992963,14
3726524027.2781181872.2752186162,14
3770678175.1341212359.3410876043,14
3975202712.3798427645.365674303,14
404491447.2431216765.1630940900,14
517833283.3537729275.3129019193,14
979707215.3746730850.1780906892,14
1149644415.4236408498.2320783589,13
1170967145.3019854238.707522232,13
1172337989.781767965.2875141999,13
1199435664.3287818888.3822144330,13
1280828875.2567315181.1048527203,13
1357027009.1812648371.3249312461,13
1635175614.638022175.2716369782,13
1713388845.3229946252.4180449539,13
205742700.3474690478.3275919923,13
2696782599.2136465754.1547058236,13
3140893482.2567315181.1048527203,13
3850426790.414139503.3166454432,13
388922347.2636572320.129870958,13
3903547268.1556050322.3652084345,13
4179556093.3520156426.898566988,13
680882169.2973691595.4281757163,13
1174653068.3416345231.206501879,12
119597373.1249181354.378814286,12
1247595722.3622460196.3575418630,12
1298274462.3183671858.3086705562,12
1407691890.3802657587.1864280461,12
1470926589.1310521451.589261461,12
1495591518.2074192407.3568600958,12
1559654161.3332210690.3132928445,12
1706867023.2168571807.4220966044,12
1710680253.3596103711.3853862146,12
2430073056.143112133.3092511714,12
2496768020.2685811221.199976163,12
2541451277.4033094371.3447115352,12
3120923957.4041127798.3531320296,12
3219718533.1394742848.554957549,12
3307213860.3175648335.1906495293,12
3390732252.1406988375.597981585,12
541137190.1944761667.3136547846,12
1029228994.3967470882.34308544,11
1061669581.2800181032.1482450138,11
1089033802.3997890787.276802795,11
1110027810.4027703091.1934497402,11
1671930750.2507690825.62073850,11
1860546759.3421158627.2859982723,11
2303463863.2252250824.1760085951,11
2471460562.3371344123.2754596211,11
2491996329.1356961447.2861056500,11
265942318.3259343824.3668319121,11
2826584986.3842932598.828369933,11
2999378812.3404962235.3739108380,11
3087189844.2103075092.2663668818,11
315033165.742946750.116654703,11
3191026120.1349052899.3921727802,11
3247916623.2360753428.1214374596,11
3381729766.3616722027.2237048977,11
3557222017.3015235521.2568438192,11
3599279181.647258508.326278697,11
3704461095.2867416730.471765209,11
3742884051.90345795.504298631,11
3860660590.3628114591.3447390959,11
3897525269.1204828394.2883142886,11
3906592874.707873384.67437709,11
3910516257.837320256.2169554774,11
4083322142.4288279613.3769694068,11
4125584328.3233340394.1548090050,11
4164191805.36120090.687438825,11
4166252563.1155505055.136165691,11
4217513776.156179284.581572399,11
437950443.2103075092.2663668818,11
440564433.465307423.3844973893,11
489181437.1842985877.2033559638,11
540347200.2246378981.3638273139,11
59478470.3921313613.758550950,11
662008495.2125426186.2535339565,11
702315047.2266810537.3139429094,11
735520882.2137436854.2254147340,11
896843905.974299463.1483505409,11
116207585.3230625698.3994870156,10
1212790446.3990504075.1383331644,10
1229143722.4215431272.3907087058,10
1308550756.3876821505.922755306,10
1743146823.3873354505.332448762,10
212229151.1157737400.768895577,10
2182136948.2858273851.112534705,10
2207385534.1018957238.383305807,10
245327986.2127120035.701487902,10
2851710783.46564814.2945638668,10
3201568121.739096675.2862150319,10
3548095679.2030106476.584964357,10
3691116772.2095413002.3499094889,10
3862831088.1568931648.4081651475,10
3988102176.722457435.3264375084,10
546547063.3523846228.3630708578,10
634419221.3382084731.820027380,10
741298633.3819610388.3040568220,10
882718308.3888145240.3007793368,10
1049361400.2778526870.549437187,9
1162470404.811448544.2886367202,9
1462223089.928149216.3946217797,9
1626229664.2133823459.317694570,9
1667282911.1032217841.3400159581,9
1818499007.945468191.3448534330,9
1899940052.636855784.3562422044,9
2183130558.3678433388.1655260612,9
2317708424.1719995022.3694371831,9
2357189781.3332210690.3132928445,9
2359652259.3865010438.2875624983,9
2412851960.2449597799.868049573,9
2535365503.3015970970.1029317129,9
2812638791.528626361.469708057,9
2918214483.4218034653.1541251843,9
2920492464.3509438647.1360393541,9
296482135.1031554783.3070726778,9
2998022391.976825735.230638793,9
2998585561.3079628684.2182375652,9
3056494385.3748273317.780122389,9
3079418975.914036556.732804749,9
3205824283.1383319960.4254059272,9
3269896318.1266388400.4157449834,9
339423852.1554036474.2347777200,9
3523893310.2815499031.3017487757,9
3546367560.2061924991.3924084771,9
3779839956.707873384.67437709,9
3841394113.678699473.1766995748,9
3981638086.3066577556.144505754,9
4055933748.3982638380.3231186301,9
4069572376.2202984030.4253984567,9
4109264034.3456262403.3198850501,9
4137028994.2101054576.1661581172,9
4172250630.3350088797.300754355,9
464603356.1822446664.1589079418,9
495787433.567190161.394358618,9
571990862.821962205.265453679,9
634419221.2983619451.820027380,9
935727554.343126925.2445605040,9
1006051497.1904751494.3426522888,8
1276578515.225113685.2589489153,8
1473324787.3703729913.1064166915,8
1476067992.1373248414.1549716892,8
1483083528.2060944220.4241340790,8
1560240107.2966930760.3509137938,8
1636216818.264501024.4237774924,8
1702200416.378710724.3788294862,8
1746508519.1987657278.139944691,8
186466529.1030673984.2617923900,8
1938210327.974299463.1483505409,8
1942345008.1761578260.591152470,8
2013917811.1575465203.2064548782,8
2130856964.4128137866.2431801276,8
2140110305.1517372402.2116705828,8
2268740357.956283342.873512165,8
2289827521.3475115921.3621063928,8
2350692111.1661259591.2729882705,8
2506170447.3365712436.1718008903,8
2508950119.1323373494.2190563093,8
2522814305.1460802555.3447667033,8
2526768526.3399081030.938649747,8
2579855982.3949283987.876750477,8
2681827442.4100673453.2051026697,8
272926286.4248249256.2605863872,8
2733227683.3935206679.1737781313,8
2741447170.2422921949.3722389907,8
2828188532.2876496937.2434477943,8
2905515376.3906934554.335139396,8
2954095963.2695293923.300869127,8
3086040811.1111811553.87303105,8
3208028083.3289718822.4029575721,8
3311612603.1094868317.2663668818,8
3381045538.2484851930.1738382617,8
3660169582.2594428819.856194045,8
3689025934.263994301.492140004,8
3695263087.3332210690.3132928445,8
3757992413.3266529879.2071048140,8
4235190564.1278883709.3570952447,8
4257554055.1664101304.1106563127,8
545965255.1274917157.1184573391,8
609921362.460877507.1386285007,8
675905429.3802657587.1864280461,8
801162256.1618743394.756143027,8
864807563.1583354002.2344743691,8
869089735.915500192.575721628,8
915015241.943513372.2720592634,8
1135554034.2668428912.304227013,7
1152758294.2486312450.64587569,7
1311908455.295004882.542930802,7
1357791810.1624322956.1897941241,7
1379526435.3895677996.332767230,7
141744031.1424154065.2229811289,7
1666676846.2960068812.236281370,7
1743867475.1824406111.330894789,7
1772924030.4260565834.2642452280,7
1805249983.3935635841.1998595782,7
1871504970.1749429815.3878867598,7
1873198901.135759268.3830689227,7
2043492508.2081207137.2090391792,7
2086226813.4013516655.808114237,7
2133901826.1915016550.1423514407,7
2173806878.992470122.3949210917,7
2198643039.1553838931.3978466695,7
2200356322.2443053377.574715176,7
229177818.883730116.4127284217,7
2404775307.1474701068.2512324561,7
2662310439.2206808305.3001646293,7
2663525476.27540976.734749248,7
2796686590.2786294402.2067883644,7
2812010530.212111340.202021803,7
2817640720.1785297058.3685544844,7
2826486021.2659124039.472136741,7
2877245144.1440485500.733512082,7
3057375902.3261135296.3956502342,7
3102018978.1490263949.2652970067,7
3104806180.1469865737.2602319123,7
313800014.363551531.104341609,7
3359194182.3970832709.1711331056,7
3375561453.1176872807.2130745621,7
3478632494.476607661.2479763768,7
350630523.2561894013.940102761,7
3512095964.978072712.3134284845,7
3529547589.900821214.1539472122,7
3547071053.4321767.2895770470,7
355760868.770185558.3508821116,7
360389071.344035170.181878431,7
3986966476.1456093113.641189856,7
4026220968.3654931206.2476960653,7
4221007541.2482091540.2687241614,7
429703433.167660993.646531722,7
659533202.3771399953.3853862146,7
697836528.3622285463.3969490016,7
718774308.1251313558.1089726959,7
895715328.2560305973.1171415799,7
960088329.4236408498.2320783589,7
96679977.839439458.394098552,7
100247324.2523991591.3671355902,6
136087491.4059618496.1421302910,6
1369502897.1397413833.3245245130,6
1502704772.1664187716.2107151672,6
1529945011.4251798588.2828897404,6
1567560713.4212654999.794791139,6
1611720449.313489457.508132581,6
1682599708.223340921.694834117,6
1697108937.2025979711.885883115,6
1793793937.103370045.133407557,6
1874667670.499515517.2974615408,6
1933980536.4195832874.2411506913,6
1959533921.525354889.3932802998,6
2011999610.3119802921.629304701,6
2035853356.3018099848.912007670,6
2059090458.2579087918.1665461873,6
2141676428.2476624787.545601911,6
2152297580.2475062525.3033408336,6
2187535983.3982638380.3231186301,6
2218557907.1505602683.4004912580,6
2339125904.3664379098.943148680,6
2399502170.2183722044.2245668870,6
2538753173.2232628062.3223040613,6
2541801150.2092410887.4206787829,6
2549403740.3122989203.375812338,6
2571904111.3573035890.2703420465,6
2593763972.465569809.2071030989,6
2864926953.3222115915.273177258,6
2941450964.261682280.1636624305,6
2955486392.2353281559.3431595516,6
2955553077.3945611377.623907235,6
3005554017.2677278484.3418053418,6
3083152148.1060059552.482370782,6
319595204.179906394.2325956134,6
3310604148.1347595631.2246026590,6
3324567919.544131181.232691557,6
3337732960.3970371204.2477821180,6
3353630387.2240843689.1020946622,6
3369859962.3391397747.1638191471,6
3442366802.2262771418.737579382,6
346123457.831491242.808516736,6
3514818564.538395382.2897511890,6
3525202678.2282009560.4040808188,6
3572005664.400860916.2158935205,6
3619318356.839439458.394098552,6
3629067249.607594017.1148844532,6
3688929272.3904596185.1627341289,6
3819950957.1248295466.2634218025,6
3927597065.4192837607.2516686063,6
394892002.3113178145.1508427040,6
4101277380.974299463.1483505409,6
410596940.4152308707.1766054180,6
4134072963.3244732639.2611633949,6
4135977768.1631493114.2945132533,6
417254775.1282448600.3361573693,6
4191518500.491967814.2638456125,6
4215256677.2204684195.4214082822,6
4235151750.463029778.1695950991,6
470318673.1934199704.2405765407,6
528400531.2112170231.508916930,6
577886555.1963574010.3235213085,6
726156732.1720528619.2646556198,6
735707369.3938137581.3375909884,6
75652755.144990579.4236055400,6
810375116.1724494897.1702875860,6
820244067.1818763207.2043400105,6
87937687.1527436183.1472044110,6
881405003.2276039087.4093539792,6
968960242.3302691467.2673210986,6
107139875.3724578321.269932651,5
1082434372.341345881.3441165697,5
1110272722.1496021190.1840468912,5
1274354329.3165560125.4016870816,5
1442259271.4049398660.458148520,5
159193060.1121742125.1923898476,5
1668666047.3796671.3435604457,5
1706370336.3306968874.2118114451,5
1714666236.2818361399.1851000502,5
1780785822.4054578197.1759340558,5
1788753095.397428710.3637659229,5
1796429543.3332210690.3132928445,5
1839096640.1046903997.576770425,5
1885323014.416723769.1665584402,5
1908547983.3152266455.3418961716,5
1993037766.2998345014.2649522642,5
2057371273.2164849199.1808887084,5
2138485849.1349052899.3921727802,5
2149489871.562396384.4260914786,5
2364376672.1695120052.3799813870,5
2395451318.2399431305.398616814,5
2497658197.1064783988.3037520839,5
2512126290.1674815787.1927820078,5
253861208.4276539936.3602015648,5
2568032071.2382931305.1237539868,5
2568634528.3831606942.1075602026,5
2570891869.972093010.2611278409,5
2654353198.2343723465.1032829925,5
2749274444.3050359265.1199878460,5
2760604226.15436677.3796316640,5
2882072214.2075678691.3571402573,5
2912008736.3537165845.3682990047,5
2966543352.1952386117.324438694,5
3039071825.2031651390.448825118,5
3105290410.2409019000.1669072345,5
3124030533.2088124542.1208780140,5
319819507.64382350.1592165486,5
3231230318.322845119.1670566896,5
3264826618.3054463082.932139813,5
3285967063.3544918195.59629482,5
3315324338.1247051475.2511265377,5
3318894126.2607150526.4149884744,5
3382968255.1252671624.2571976093,5
357454504.3281181683.963868387,5
3679131376.1584043240.3248392195,5
3776242291.3245606966.1312946358,5
3801895502.446837500.228981457,5
3826961301.2776225524.3695181754,5
389574062.1370243260.3068219716,5
3904192414.1676085248.42297695,5
3922019301.4059826081.142090044,5
3972592165.3334594367.2618246626,5
4083157682.132844983.3859268490,5
4123767183.4082358370.3346880413,5
4165171246.2200271755.300869127,5
4277579780.1968571632.1679857470,5
453107535.1412019259.342042027,5
453619977.3515606448.363066426,5
474435765.1003224153.3184747763,5
480853861.4252164082.4241275852,5
512312050.1122677832.136705498,5
57174201.2756011603.2207795477,5
780923359.3985573090.3051886626,5
797916792.3865649077.175344860,5
821022275.1620770184.2839638207,5
858702101.943594714.1277574595,5
943036810.690622757.2218991000,5
948193966.2525595104.1935109303,5
953737568.2353105749.3834419424,5
962370603.145746819.1746210163,5
1148212485.2963245432.2556488026,4
1248510675.611466843.288697573,4
1285269198.792371193.304309622,4
1288945364.3995706051.3396608165,4
1315885122.3667165354.1378313500,4
1380169505.1308955929.1783306284,4
1392426350.2760082851.4165060630,4
1422725548.2570346438.1099423523,4
143016260.393219139.1426084241,4
1434315060.3336852743.1289089339,4
1484102261.1174550438.1655018110,4
1524616376.476510194.3652356805,4
1555225829.1957203657.1072393511,4
1584594060.3222115915.273177258,4
1604968388.4013516655.808114237,4
167758511.746035071.3070207656,4
1691574169.2531040242.1260948312,4
1693555910.874065359.1608765055,4
1699490200.2238388917.3658471992,4
1701314727.1959266965.4292482508,4
1745332222.3707727703.306995301,4
1922291375.2622197107.2781334288,4
2031230590.768121597.198730512,4
2047208992.1679277854.1632806282,4
2083812202.249281854.3523208637,4
2084820053.3222115915.273177258,4
2106708893.4096816182.3889994945,4
2124286778.1004726891.316130348,4
2135632805.1693893919.243780669,4
2262479838.162244196.69171313,4
2330738368.2397487617.954334568,4
2421724192.1769373592.2254546099,4
2440940976.1894102941.990296944,4
2502644706.3417256231.3001646293,4
2535692631.2726989035.972530602,4
2550033611.485321696.890968183,4
2556382789.2416911995.3323093059,4
2602627692.2493250513.276370697,4
2706478053.3261135296.3956502342,4
2721724313.402393643.1618326524,4
2736519427.3184245257.3773068496,4
2739760740.380584060.1990519434,4
2796289656.4178679904.265464114,4
2812904645.3606668566.3647066741,4
2940040751.2742468141.1430416431,4
297781404.150649831.4285781224,4
2997414213.3900645610.958174691,4
2998234359.1479394791.680653707,4
3008770519.2252570846.221105457,4
3020953673.3327274176.4036868669,4
3174533372.40840751.3011550124,4
