,,
,2370188058.3058108847.3489654065,351
,4185531435.4181749628.268010524,350
,3998509791.1905539577.1345558805,349
,168906465.1664187716.2107151672,343
,2756124960.362333622.4097151062,342
,1286908999.3648678741.2572821194,337
,1467524227.1458146939.2964826306,337
,3849387702.3720648606.100211678,337
,2578866630.2319337655.614272305,335
,3862881751.541414531.244121094,335
,2628386568.3253787017.2781792794,334
,3149292749.4066225043.627958708,334
,4042607925.886748540.4127581381,333
,1414023536.1657854840.1525181678,332
,2910684395.442256537.308653154,332
,123536247.4263876557.591240915,331
,599774059.2452346984.3718123775,331
,1135622032.248143898.472893713,329
,2374418579.2225162708.3481656710,325
,2901568099.3162004774.1744585872,325
,563101799.2648481675.1545402092,325
,1313907184.1400271421.2189584333,324
,2086981296.4113288148.4071567659,319
,2895956305.870097196.514599069,317
,573144963.1543389052.2837748956,317
,126162203.2194768606.2209800589,315
,535958927.2723527086.1356596210,315
,293379564.2812765489.3899771672,314
,2158306545.2839196471.971333142,313
,4214298219.2261790642.383751645,311
,585587138.1635148835.291846747,311
,1373226684.1859979866.89177604,309
,1872764325.1771234455.638572928,309
,3300952515.3608986547.1780736934,308
,842353221.714670281.2902390491,308
,2474199716.768904577.3040364489,304
,2603432175.405093975.1618288067,302
,819033387.2882900999.1393515738,302
,873400272.1281570949.3665223787,302
,505474340.4050198333.381362517,300
,390,298
,1548961808.2136347314.641045864,297
,2415161458.216704759.420660662,297
,2836993649.3587050013.2616133508,297
,1464092951.369070183.1305509858,295
,1906965545.2920005816.3104203549,295
,2985258064.4157337411.128901889,294
,571851402.2315663103.3912499756,294
,2028790832.2010454263.343705952,293
,1367321175.846489616.3283573757,292
,1724261842.2821187900.1890587161,292
,2369382829.2725035555.574103073,290
,2454108586.2000927261.3066486140,290
,4264886943.467368135.4061968999,290
,2364616106.2242575436.3271879131,289
,540948808.3203803746.944409674,289
,2911267382.1829564883.2797695627,287
,192165809.3637653888.884541384,286
,747537203.1461628581.4044086316,284
,872764167.2797012208.4173265869,284
,1817693609.3523999813.2893462027,283
,2684320087.1174623920.143452748,283
,1002029074.3053434885.2726779397,280
,3164719360.202744842.3862751821,280
,669962105.424477565.1525329842,280
,493089229.556112995.3954012,279
,1898749939.470631360.3858110652,278
,2140791272.1421167612.1087270911,277
,4218078615.3558480349.53707491,277
,575962882.967132425.3646610088.120,277
,1803533493.1128872557.4229645937,276
,270854690.2928381737.2456600970,274
,335512789.4072699558.1747415900,274
,3851684045.3155813484.2925951459,273
,1648056783.4007843569.2956132213,271
,3338439273.1466566287.4205070113,271
,1273036336.24009036.2868131243,270
,2427315592.2091096006.4119024920,268
,1225560976.1572857387.1226664451,264
,167338176.1422337523.2963901378,264
,3302379068.548241547.3503715735,264
,376563605.3463783416.1462082911,264
,3066425588.1252811488.1261664407,263
,3436847514.1366223612.837695426,262
,3883543424.4072983192.1473757548,261
,1704348326.4013516655.808114237,259
,312199980.2304578709.4122379593,258
,4178945779.839439458.394098552,258
,1565140363.2440791008.280247427,257
,497951072.4041127798.3531320296,256
,795492253.2006626342.2461046398,255
,2397806286.3593090558.1596236918,254
,791717389.1143876269.1955695746,253
,1361329615.103803561.3282584725,252
,3978665303.1301415956.2497342349,252
,2790547784.2896351588.1632981758,251
,287816007.2628523399.1356650594,251
,1725892149.1424200515.3555725890,250
,3087615823.4058630642.1232516045,250
,4040882382.4096816182.3889994945,250
,941693474.2882369993.869552116,250
,1534096964.1643848582.3973019129,249
,1558026977.3733798613.3174845071,249
,2636190865.3328155996.3800542999,249
,1411074115.1849921112.1003981237,248
,88624468.85646963.2186410985,248
,2383993786.432458520.3214716444,247
,2581150552.2063434085.99850665,247
,3390301579.3439612358.319510341,247
,4070652939.1229516377.3481602596,247
,1180753213.2112491421.2769105951,246
,474817519.3172224522.3965512315,245
,563101652.1415561090.3670896687,244
,659014938.1471222617.3743834883,243
,851890188.855131324.2919602293,243
,2726843174.2590478858.2931051172,242
,3115939684.3639681575.1295455211,242
,4227800594.1040561147.4110705993,240
,2943468231.3196682735.1618806639,239
,720,238
,2376511980.1039721981.2671097282,236
,306529399.2259044129.4232446958,236
,309183400.450913483.262163279,236
,808445144.1405400775.2461457605,234
,2981797875.2952389702.2415956846,232
,3725416952.2103075092.2663668818,231
,1300515552.548209972.3367942040,230
,3863599168.2778294431.430931703,229
,980075922.3718607103.1607630902,228
,1043704028.3127951196.3950911623,227
,3140168534.284982055.184866682,227
,2658632047.3475172238.3179550232,224
,1938617170.3786857399.2244702544,223
,3900261599.2038758480.267886367,223
,4127661121.2571493833.2874401593,223
,2527439355.1660725963.1368693184,222
,4291659292.3167462902.2532764481,222
,1835148988.2836968836.2217175457,221
,2127145714.920066234.2400966623,220
,862833375.3254085592.4138294652,220
,3970068011.1044140669.2493335038,219
,4012746187.2969238813.56776914,219
,1640517753.1451243531.527309331,218
,3380241114.1938133901.2456600970,218
,3941425959.3101982030.3995930305,218
,1158171554.3561707394.1100547574,217
,2222130057.3860699724.204941569,216
,2656994487.491967814.2638456125,216
,930415412.2761005517.2722783732,216
,2287850003.895236972.1811688514,215
,3428629051.2695293923.300869127,215
,3671629454.14804351.2120131044,215
,2844739063.2954124856.3443661198,214
,4103052480.1061959044.3910099203,214
,2738199550.3222276820.3868862509,213
,384500215.2539885212.2770552000,213
,985509978.3734722834.615140603,211
,3486010643.2819699916.2307872543,210
,3836773851.4274888368.1238363645,210
,34679164.4042583178.1439002733,209
,1413382074.715360883.2388459304,208
,1436281702.1081004214.2162798176,208
,2989650783.683120364.1039787006,208
,3629856778.4100809741.3858110652,208
,2004988355.2946761881.2850908582,207
,1112539649.3202302966.2037696278,206
,1292674390.2638214390.2955958496,206
,1407773063.2976987130.1923482213,206
,1461004565.548771310.3145007495,206
,1464351977.1373576668.4065953189,206
,1459176052.743196619.1925868480,205
,1495334910.1045482578.1137126560,204
,2436153213.497406593.555065511,204
,399819394.2780813514.4224908613,204
,1099915426.586424257.3320661716,202
,3643867513.1598798026.3370302713,202
,2202891864.1013812618.3280237636,201
,834147630.3187787514.3077129542,200
,1337188490.4147592742.1126694105,199
,1199865133.4107257316.294581180,198
,229806473.3361597414.1416025909,198
,589865207.4235322836.3169443191,198
,606623362.3274913710.1772246608,198
,61892293.3399839580.2291100148,198
,796938711.3380107014.4015851177,197
,1005768657.4071980058.1448033940,195
,126006759.1017704647.840828909,195
,1885187037.1619182518.1551405188,195
,2032976893.3792245103.2685950940,193
,2992930315.3771852233.2585775168,193
,3380264566.1182950873.1946356231,193
,3689593895.40034091.2164311761,192
,3854107903.1682361557.154596894,192
,4285169950.2855598293.3598979831,192
,3579150968.3175029583.4231664758,191
,4242578982.709534794.916535291,191
,448796962.1945915407.1248827835,191
,98327287.792821753.3302771924,190
,2241397304.4072983192.1473757548,189
,3092859562.3048180287.549249641,189
,1585136604.1376356285.3455988584,187
,2059889216.3606091036.358707021,187
,2347785758.880475163.815031215,187
,3108449051.1823364315.262163279,186
,3118599009.4046381819.1486067199,186
,1850704243.1071825088.822859891.120,185
,539706672.2230192416.2176229597,185
,776853768.1300911153.572852572,185
,285801238.2946324907.274344626,183
,662730888.2698685023.2384140063,183
,2209328903.1791416343.3780265145,182
,2367798031.3261955810.543928329,182
,3297707819.885101840.4215856344,182
,936950388.2531197967.1904384663,182
,1720159174.839733466.3867470077,180
,3057983279.498927823.679475129,180
,2977704879.1786859282.1607250721,178
,3318772766.3763262721.1509667321,178
,814115651.1193037896.2997362127,178
,4244293442.51903327.2513626130,177
,862833375.3950559091.4138294652,177
,2884363356.257016504.3809968529,176
,3258485437.3425332758.3578334570,176
,1165023748.3361690381.3674045768,175
,3318736762.2619868533.4097539451,175
,575158377.3085333696.2260844488,175
,1094370530.271273491.1475050861,174
,2530065888.2511788783.1914504964,173
,332933967.2637700254.629524178,173
,983514545.3225488994.1029187942,173
,1559568605.2039420248.2823823428,172
,1457246846.1209811617.1882501547,171
,1518066984.2161427317.4062410136,171
,952529184.1236261294.4259481558,171
,199380238.2927126423.968923197,170
,2014567338.937743177.1579994642,170
,133681018.2256296802.1540914507,169
,1703823161.1043599793.1746642970,169
,2916695969.1747285653.1040306335,169
,3093324810.2165582142.2816855504,169
,1453942053.2299628298.778354646,168
,3120544833.2413115458.1376133572,168
,3137923749.3020472912.2494273377,168
,3818157377.1936644954.2475670496,168
,4023380420.1739849471.249153628,168
,3108579501.3946177237.2978906998,166
,4161978563.1305501029.1199573235,166
,2363637308.4185821816.2048399929,165
,1877420021.2718381266.2987072176,164
,1283710395.2954606538.3342801808,163
,3308879641.270403641.1050433158,163
,2357987515.2416641626.895415006,162
,2472025649.780935855.2330533351,162
,324930458.1947476755.4057894219,162
,724022641.1329996783.345151676,162
,857441015.1549680211.3177996684,162
,1297299763.4211023972.3314872111.120,161
,3799477299.4029039560.817241252,161
,383425025.1055168126.636303577,161
,4172988280.1793713992.3244681517,161
,2122991197.2344281568.1838073548,160
,3107282716.3066432017.552063816,160
,1002029074.4150407477.2726779397,159
,185532234.8815025.3722976082,159
,2208530714.55190162.1168569489,159
,2800858832.218381954.909461752,159
,4107174298.2936342906.302847134,159
,1135577351.3556988821.3025328038,158
,3545433648.1162269842.4086536855,157
,1124956002.2677062985.2441320255,156
,1339305042.1513653727.1829415183,156
,3691548891.1635210120.1804497853,156
,3979679562.4290364674.4246291540,156
,4237455670.2180392119.43237717,156
,3725416952.1094868317.2663668818,155
,896558522.45623057.977376096,155
,1690144295.942810287.1532097100,153
,1708868877.1383259515.1404588603,153
,2593543574.3617172977.2798540576,152
,3096140759.4163089028.3370510660,152
,3131618952.3150740927.1932682844,152
,723552864.3910960804.3257272545,152
,885609946.3730136403.1300242567,152
,3024539167.190037133.3454057775,151
,3165177831.2795657367.1825555952,151
,3488230057.613604375.1760119263,151
,4122415490.4063481182.95569843,151
,1219165148.4133852455.1319704084,150
,128575380.902182817.4014637845,150
,1719233822.3158139179.4244856963,150
,2120605264.1399721854.2444384331,150
,3308879641.1446206668.1050433158,150
,3320350605.868359285.4025585506,150
,3408937810.3427884849.2331014826.120,150
,3637904783.2798761069.3523757194,150
,4057289387.1089762373.3915327291,150
,1871880368.1917674485.2152915638,149
,2146916759.3022116546.778078353,149
,2726843174.1862633640.2931051172,149
,543930147.2972036188.1697357451,149
,805719513.2711725699.2742118240,149
,857107309.578108167.2557521623,149
,1833324239.1479169804.1819099691,148
,2561513766.3527917048.2792918444,148
,3056956090.3523748979.139115096,148
,116136500.974299463.1483505409,147
,1762114122.3145647389.1624567170,147
,2726843174.3722551680.2931051172,147
,3093834513.2168571807.4220966044,147
,3674214546.2524435573.1946158033,147
,1460243372.1012197658.853005234,146
,273901598.4223824834.84029489,146
,2178079442.2483484880.2668758923,145
,293421292.1471610731.982241545,145
,3119148202.3282288730.4050334452,145
,110181939.2372059162.1794779502,144
,1294878507.1751123331.3337068881,144
,1580089578.3528181677.1424847821,144
,2876407511.3076697124.2568364867,144
,3983636412.1513653727.1829415183,144
,510472352.664037016.3887300113,144
,708298779.347918351.1581208562,144
,3677007570.3787579902.4069777186,143
,4005383395.4224844015.3148352765,143
,251922170.1577220119.1946551906,142
,3415166347.3264029079.3955955667,142
,3528275440.3076476950.2858681984,142
,4150705935.3973237333.502279815.120,142
,1549190979.2942544296.536020380,141
,231663635.2156118526.3395477378,141
,2504534425.4101974070.1730546185,141
,884780934.1118125155.2249929731,141
,2290052185.2575974719.4161437705,140
,3109188368.1227379298.3692139198,140
,3156464226.877077059.3233890704,140
,3769908856.2820549238.84171852,140
,739506178.2030035277.151399940,140
,1005237340.3298250420.3149945224,139
,1266628629.1463656937.202398493,139
,1340166899.3000437378.446028907,139
,191682517.3329838304.3130435929,139
,2805847537.2642738506.2627398822,139
,3086061849.1882371703.2897062468,139
,3953237713.570815946.2231573413,139
,402588902.305573753.1125057513,139
,748101834.563810301.3975707615,139
,805495637.482790686.3159162708,139
,2601301245.1365440992.1783198463,138
,513917581.4249345152.125616421,138
,1315249577.3395655841.2503103822,137
,2300851595.3712393531.2783426908,137
,238835622.2572763476.2629225361,137
,2726331456.3033671837.2481746539,137
,3544695860.273770973.555571029,137
,1676737040.670570990.2071429666,136
,2112776967.392410937.77242715,136
,3690386914.1105854870.2776373760,136
,799036401.916956070.4178563656,136
,1965991182.2958428234.4102970267,135
,2493744357.3365505206.3716024978,135
,430700826.770634178.405991575,135
,1587110592.4168918218.3300664539,134
,2311456695.668911874.4133074544,134
,2362907078.2209279027.1563593483,134
,2923143303.2560686466.764387037,134
,3182528861.3651923417.2078112485,134
,2284136160.2575009400.1063365830,133
,757889245.1904626536.3408167415,133
,1173974963.1180736189.2278534864,132
,1980554318.1969159374.3102652894,132
,2463614211.2554251991.979815654,132
,3217393102.2953510511.3714739341,132
,3538228067.269787453.3274472709,132
,368791052.520971678.40849917,132
,2006300433.3332525094.2059147431,131
,2436648655.1645999950.3955497541,131
,3291171478.530342981.2334330616,131
,3501100135.2934528869.1155285121,131
,3607841947.239284151.2234010937,131
,2100343321.1829234503.1110150582,130
,2466076621.3077381525.658882619,130
,2721997822.929144883.2892166522,130
,3635733825.3944832139.1877271731,130
,797545553.3346582268.301136687,130
,2145797307.2671116609.1783744229,129
,2884363356.231161545.3809968529,129
,3860394644.1354741300.1967949615,129
,1027552342.509255567.2097379395,128
,1290370036.415870166.2522954054,128
,1583644801.1351777097.45905532,128
,2426333890.3814224824.1996185441,128
,780,128
,1052112291.1649060914.2317532526,127
,1099315666.1740362527.2280820072,127
,1271374873.3658561702.401109836,127
,1591152468.1506585071.1215428362,127
,18205632.2612515110.2166201326,127
,3770477471.2009543830.2917973199.120,127
,628304435.1916693995.2096521823,127
,1332708779.1636946026.1662393755,126
,2160508885.163821024.2160733262,126
,3916099637.3001052543.3352369486,126
,405143069.3189499044.2850729687,126
,593661643.2896993799.2109165776,126
,62441258.3077298992.2188048293,126
,1518066984.2245502444.4062410136,125
,1577227363.2375583492.1677230429,125
,2223627954.3814406469.3591583692,125
,3311612603.2103075092.2663668818,125
,1617658673.1421599897.2025980911,124
,2107859724.3332210690.3132928445,124
,2732260227.1766716712.2722380100,124
,451075002.1841065047.2845664913,124
,855190233.2291448843.1543236323.120,124
,1077419317.866593711.3491610296,123
,1317185098.3683271511.2910116225,123
,2173412291.918315230.1761284674,123
,2470552261.1516675252.3786117306,123
,3952152895.464041788.1645740237,123
,1227615754.1827363140.2974847933,122
,1618123513.328163262.2131737130,122
,2102570811.3134837210.3446029824,122
,2892591469.1294059522.1367257678,122
,4238046967.1126858115.3510817551,122
,1213026528.247057656.3327447057,121
,1432266968.1259517128.571375645,121
,2197737229.1468511536.3823252173,121
,3774743931.1160765282.1013148629,121
,3903966371.365562997.2254473219,121
,595158871.2951730443.1551597594,121
,1667137795.2196109611.3337051368,120
,3005534062.685472669.3848311428,120
,3166070880.898913458.4237237312,120
,598323220.1342894560.144714147,120
,1259894735.466509680.2489964375,119
,1632348077.3023511889.3731238191,119
,1728197725.892609081.1836232475,119
,1807712400.626818618.2307002894,119
,3046486545.922293104.5707854,119
,3209719917.124847900.231967810,119
,3441193133.1000243532.583153428,119
,3456499394.4128532575.2488758234,119
,3749389344.2833568107.1678857041,119
,613670372.843627523.421299264,119
,652045048.4102125010.1097732035,119
,10596309.2656440351.3618714865,118
,1515299648.271997592.3426929958,118
,4289361053.718142191.1021159042,118
,1633665211.338011156.2083462548,117
,2526578337.3428378067.148893489,117
,3080411591.3493028284.3525613831,117
,3403068996.2053889470.101907710,117
,50329552.4050207830.2412040549,117
,703996804.2428653767.95403374,117
,87464703.1241827459.602303506,117
,1385170241.3175060787.2008147375,116
,2666719172.490930062.406730282,116
,2965398157.2801523910.2755794155,116
,3885871637.1958368745.2517464646,116
,438273463.3517005009.2039715856,116
,667912664.2483682387.3555389366,116
,1387984321.2919015557.2453817304,115
,3274867719.3389757156.3910099203,115
,3301131326.75804566.3251515507,115
,352829340.1658766391.767487241,115
,3818510943.2299935899.909558914,115
,462548190.1513653727.1829415183,115
,1038604448.3631137373.1542091188,114
,1597317408.4201887984.2719013680,114
,1620191792.2419941118.3418357065,114
,1840538049.2969627373.665460349,114
,1886597971.3637120969.2122932915,114
,2018917639.4147044628.2734959688,114
,3080957008.2968891791.1560924255,114
,3494300497.3330828101.3452112856,114
,2104936433.2456388205.2234960322,113
,2734136125.2386582620.778757618,113
,3052506622.1020872053.3530058527,113
,3091468094.1778367801.4028824806,113
,3629840209.2395962021.1823628751,113
,498708984.412475874.1488189201,113
,57174201.1123327195.2207795477,113
,754378874.3727362648.3811976178,113
,1153080608.529838712.3382185381,112
,1400062706.4171857289.796246153,112
,2355492600.2206343965.3290435920,112
,2747577630.4261469242.262163279,112
,2892176905.2218283378.1773300596,112
,3058029388.3314808087.3814817968,112
,3481236503.1380430484.2903961605,112
,3806046695.527985980.4065851421,112
,3985627480.3671352584.429313263,112
,3092049213.3259760305.3207167901,111
,4198396058.3038659542.1535898211,111
,542423170.3930313219.2279138433,111
,846050477.2180345710.1906274662,111
,118607186.3669399009.2723681836,110
,1722243787.1165873907.1124416781,110
,2834759989.121542661.3286365480,110
,3208618311.56890436.4071193590,110
,3209719917.637934084.231967810,110
,536712662.159630949.1020735709,110
,760749201.3708020560.1744258016,110
,1077712958.4179050059.2452473802,109
,1226180331.934233043.2264181636,109
,1674737540.1139369743.1591570796,109
,2056100846.2115086724.4175147589,109
,3664912364.3357797492.487147738,109
,3991827498.2935128959.701080766,109
,878898557.2814700938.3882148786,109
,96214152.3945373374.3558204159,109
,1597317408.4021742604.2719013680,108
,2047623805.1335594992.4069496472,108
,2094640133.1715652322.362641810,108
,2688782588.4127744582.1517597088,108
,3209719917.1116473306.231967810,108
,387713407.2492207466.3652392641,108
,4071668454.2969283136.1315267222,108
,626396296.3481910411.3126917762,108
,799386457.4265229969.541733671,108
,1067750248.1087389048.3992602173,107
,1362757354.1168205196.2891038571,107
,1501519150.291851132.143013441,107
,1607819364.1886738190.2991436606,107
,2230075638.4178949026.2672398863,107
,2340378338.3378924134.357418390,107
,2730186052.3756791900.1145297676,107
,3902146902.45006106.3452508185,107
,877699872.3273103200.1546703627,107
,2464309182.3061504391.666399516,106
,2591317290.3272957869.831034288,106
,2777004181.887600981.2660660470,106
,2864507807.3550434023.3426143804,106
,3439206987.1119854239.290944205,106
,3738399527.936814265.839066514,106
,4135214300.1546539154.2370918829,106
,56177351.1425547134.4156775308,106
,816072776.2372336854.3335619234,106
,1120664434.1405756565.1339232511,105
,1608336823.4077343942.2998038172,105
,4014870112.4162015687.385943318,105
,965403290.1276346694.3734885760,105
,1053055910.2892031197.1856000365,104
,1083118948.1657148191.2093868002,104
,116653646.153052552.2703112341,104
,1775827239.318092092.1728092639,104
,211697833.1884370055.2542796995,104
,2726843174.2836069566.2931051172,104
,3568653096.3652346849.3088116107,104
,4189526603.3589536963.2712562889,104
,874754079.4164709024.1794668343,104
,1863884542.3420267368.1515751631,103
,1916411346.3515850065.2923406159,103
,2400813649.1681758665.441074414,103
,3330581895.2836777319.2004457551,103
,3438844507.3796906427.184002811,103
,3686109719.3922950989.1297176162,103
,1014033395.1416305257.940068851,102
,1787257746.6426568.2667124328,102
,2232580915.2345433459.3883982875,102
,2268042295.13310354.3548010813,102
,2270263895.3171489278.3222556483,102
,2588367695.1341488672.2377861965,102
,285092595.995634648.2693830834,102
,3964164142.4253040082.1831824762,102
,159331807.2314298422.3983360796,101
,2092296657.2728292453.815273292,101
,2329074767.3389065066.3708002970,101
,2483566047.2422939290.2533083494,101
,2704683024.4244337133.2875924492,101
,2989990215.3962163159.909892435,101
,3132047124.2973820599.1986206598,101
,3847253142.2032005549.2607408881,101
,4054632820.1088465876.3743625326,101
,1077712958.2994141546.2452473802,100
,1525548778.1173759764.859343753,100
,158405272.2409029247.934037644,100
,158429113.3421383271.2938533748,100
,1793793937.1890420584.133407557,100
,222175848.1050508247.826600953,100
,2658426864.1725769529.1622065553,100
,2944719688.2115131660.2772889244,100
,3319104255.3523846228.3630708578,100
,3832106830.3553795403.361648317,100
,3866677443.51903327.2513626130,100
,535814116.1228778516.3626136107,100
,708429798.1349662279.4280623952,100
,752808054.3580216927.4213550182,100
,784940555.908649354.2246213698,100
,1014332157.2835392978.1329514401,99
,1084950415.839205831.3733286422,99
,1196260393.883185507.1393060546,99
,1335734986.422021692.987399252,99
,1403963817.2097624605.1376341978,99
,156184829.957103807.1661934692,99
,2649171369.1555500772.344810893,99
,2671284815.1495785571.1788933067,99
,3963592974.1488032325.1665029806,99
,4224448859.3999774937.2194751715,99
,925910469.3770713798.273270696,99
,106348511.1916468938.529600029,98
,1204883165.2876382003.1592087968,98
,1210730434.4018298194.1484215880,98
,1454005417.1381804150.996169943,98
,1563204845.3528093392.3312673534,98
,168933692.1035979825.4259764512,98
,1754654143.3463070915.277450937,98
,2200384448.3824154617.1116749741,98
,2688782588.374236254.1517597088,98
,331830634.454943275.1357719487,98
,536141946.660830239.845319109,98
,576375769.1989508631.1057806654,98
,763704867.1845573136.643751514,98
,183820698.866034063.2536295586,97
,1872764325.1912169349.638572928,97
,2852370101.2903173047.1300728887,97
,3582812013.658618326.678519702,97
,3606595693.465539270.1733368815,97
,3636971740.2176665648.4096596834,97
,3701323989.1793872438.3762950187,97
,3856312790.18062366.3142950470,97
,404889700.2234477739.951714025,97
,540,97
,601000884.2791177853.3468996947,97
,601186699.1545100067.3027731050,97
,1209679900.1225283999.2426652173,96
,1261285908.590718422.3994709729,96
,1433571700.1409690959.3813842985,96
,1549190979.1200703694.536020380,96
,1946257780.3588764358.4028476414,96
,2332361140.1136052146.1959902262,96
,256263600.981477352.129839099,96
,2757231223.147523845.233633499,96
,280713449.3721956934.1149967668,96
,2851483642.3779303679.2330255956,96
,3224537514.4189585743.277566620,96
,3600416802.4155071706.4212360085,96
,3826664344.2023067301.2340024426,96
,3857306724.218906592.3630072002,96
,3923898825.1855591025.3609119603,96
,547995242.3286818116.1072759976,96
,2279738159.1413465515.3813505853,95
,235919114.2854845498.1847417518,95
,3666965096.3929789992.1935478169,95
,4180128051.1752317387.2710955997,95
,870390136.1956358086.3048042390,95
,1045045282.1177570887.1116561461,94
,1158565327.3176331632.418769797,94
,1386415435.2656440351.3618714865,94
,2179103233.3605056455.1374182839,94
,2304009065.1746067340.3667173712,94
,2499911287.1300476572.1494331969,94
,2629259255.3764986133.2965586070,94
,300,94
,3403112888.2797024138.4241000905,94
,3869177097.1835245242.1382416543,94
,3953237713.2654652750.2231573413,94
,4128375284.1916343419.970779917,94
,721788470.2517054024.397066314,94
,926566739.2868933581.1104482405,94
,1098102034.1250718620.1326079748,93
,1905875081.1778622393.1448987788,93
,2368780830.1599746357.3615596326,93
,272926286.869159766.2605863872,93
,3233188325.2368310299.2212040567,93
,3301827654.2208534341.463831338,93
,3700295572.2864267167.4052061470.120,93
,3880106356.609158164.652387732,93
,3907139117.1212529548.620202715,93
,4105098932.2534860809.1879816306,93
,4131136141.3167007484.2657863111,93
,664256507.113309574.1576592965,93
,1276993898.4199310539.2581204695,92
,1665427034.305941752.851945799,92
,226400764.3804393393.3181564182,92
,352481838.3234482795.1824138838,92
,4024525381.272608847.939568714,92
,791717389.573048525.1955695746,92
,2051713694.2239439619.3487893879,91
,206465054.560793612.16000993,91
,2120896476.3047383189.452838307.120,91
,2841355775.61440406.623012057,91
,3003359336.2247532530.2535704533,91
,3149807900.2699296990.1135935381,91
,3263229096.3697632583.3350457113,91
,390642894.2345893959.2892487001,91
,4236690654.2357549210.2177011021,91
,717789652.600022311.1266378664,91
,1106539989.2486639668.3384972534,90
,1238459466.918837808.3349520054,90
,1581417832.1953383771.2633301546,90
